Heading,Spec Heading,Check Item,Features,Selected Item,GCMNA Point Person,Update Status,History,Places to reduce from 38 Meter,Builder  ID Number,Location,Category,Electrical,Unit Measurement (Feet),Preferred MFG,Model,Hyperlink,Source,Weight Per Unit (LBS),Quantity,Weight Total (LBS),% of Parent Weight,LCG,TCG,VCG,Longitudinal Moment,Transverse Moment (Port is Neg.),Vertical Moment,Material / Color,Size
Guest Bathroom #3 Port Aft,Furniture Assemblies,,Linen Locker,TRUE,Greg,Updated,WP 3800,Sideways,101681-01,"Guest Bathroom, Port Aft",Furniture Assembly,N/A,Each,,,,Solidworks,103,1,103,31.12%,66.5,-10.7,9.5,6850,-1102,979,,
Guest Bathroom #3 Port Aft,Shower Finish Assembly,,"Glass, Shower",TRUE,Greg,Updated,WP 3800,Sideways,103681-01,"Guest Bathroom, Port Aft",Interior Glass,N/A,ALL,TBD,TBD,,Solidworks,77,1,77,32.08%,68,-6,-9.3,5236,-462,-716,,
Guest Bathroom #3 Port Aft,Shower Finish Assembly,,Miscellaneous Shower Components,TRUE,Greg,Updated,WP 3800,Sideways,TBD,"Guest Bathroom, Port Aft",TBD,N/A,Each,,,,Guess,15,1,15,6.25%,67.9,-4.6,9.4,1019,-69,141,,
Guest Bathroom #3 Port Aft,Shower Finish Assembly,,Shower Lid,TRUE,Greg,Updated,WP 3800,Sideways,103377-01,"Guest Bathroom, Port Aft",TBD,N/A,Each,,,,Solidworks,15,1,15,6.25%,67.9,-4.6,12.75,1019,-69,191,,
Guest Bathroom #3 Port Aft,Shower Finish Assembly,,Shower Panel Assembly,TRUE,Greg,Updated,WP 3800,Sideways,101686-01,"Guest Bathroom, Port Aft",TBD,N/A,Each,,,,Solidworks,133,1,133,55.42%,67.9,-4.6,9.4,9031,-612,1250,,
Guest Bathroom #3 Port Aft,Floor & Wall Coverings,,"Covering, Floor & Wall",TRUE,Greg,Updated,WP 3800,Sideways,101683-01,"Guest Bathroom, Port Aft",Floor Coverings,N/A,Each,,,,Solidworks,1045,1,1045,100.00%,68.3,-7.2,8,71374,-7524,8360,,
Guest Bathroom #3 Port Aft,Headliner System,,Headliner,TRUE,,Updated,WP 3800,Sideways,,"Guest Bathroom, Port Aft",Fabrics,N/A,Each,,,,Guess,20,1,20,76.92%,68.3,-7.2,12.75,1366,-144,255,,
Guest Bathroom #3 Port Aft,Headliner System,,"Hangers, Overhead",TRUE,,Updated,WP 3800,Sideways,690266-01,"Guest Bathroom, Port Aft",TBD,N/A,ALL,,,,Solidworks,6,1,6,23.08%,68.3,-7.2,12.75,410,-43,77,,
Guest Bathroom #3 Port Aft,Miscellaneous Electronics & Accessories,,Miscellaneous Electronics & Accessories,TRUE,,Updated,WP 3800,Sideways,TBD,"Guest Bathroom, Port Aft",Miscellaneous Electronics / Accessories,TBD,Each,,,,Solidworks,60,1,60,100.00%,68.3,-7.2,9.9,4098,-432,594,,
Guest Bathroom #3 Port Aft,Miscellaneous Finish Joinerwork Casings / Trim etc,,Misc Trim,TRUE,Greg,Updated,WP 3800,Sideways,,Guest Stateroom Port FWD,Furniture Assembly,,Each,Westport Shipyards,,,Solidworks,50,1,50,57.47%,68.3,-7.2,9.9,3415,-360,495,,
Guest Bathroom #3 Port Aft,Miscellaneous Finish Joinerwork Casings / Trim etc,,WINDOW BOX,TRUE,Toby,Updated,WP 3800,Sideways,,"Guest Bathroom, Port Aft",Furniture Assembly,N/A,Each,,,,Solidworks,37,1,37,42.53%,68.9,-11.2,9.4,2549,-414,348,,
Guest Stateroom #4 Stbd Aft,Furniture Assemblies,,"Mattress, Queen Sized, 10"" Thick, Innerspring",TRUE,Greg,Updated,WP 3800,Sideways,204342,"Guest Stateroom, Stbd Aft",Mattress(es),N/A,Cu. Ft.,WestStbd Shipyards,TBD,,Guess,3,25,75,10.36%,76.5,4.7,8.2,5738,353,615,,
Guest Stateroom #4 Stbd Aft,Furniture Assemblies,,"Queen Sized Berth, Guest SR Stbd Aft",TRUE,Greg,Updated,WP 3800,Sideways,101695-01,"Guest Stateroom, Stbd Aft",Furniture Assembly,N/A,Each,WestStbd Shipyards,Custom Built,,Solidworks,250,1,250,34.53%,76.5,4.7,7.3,19125,1175,1825,,
Guest Stateroom #4 Stbd Aft,Furniture Assemblies,,"Nightstand, Guest SR Stbd Aft",TRUE,Greg,Updated,WP 3800,Sideways,101717-01,"Guest Stateroom, Stbd Aft",Furniture Assembly,N/A,Each,WestStbd Shipyard,Custom,,Solidworks,25,1,25,3.45%,79.3,8.3,8.2,1983,208,205,,
Guest Stateroom #4 Stbd Aft,Furniture Assemblies,,"Nightstand, Guest SR Stbd Aft",TRUE,Greg,Updated,WP 3800,Sideways,101717-01,"Guest Stateroom, Stbd Aft",Furniture Assembly,N/A,Each,WestStbd Shipyard,Custom,,Solidworks,25,1,25,3.45%,79.3,1.2,8.2,1983,30,205,,
Guest Stateroom #4 Stbd Aft,Furniture Assemblies,,Dresser,TRUE,Greg,Updated,WP 3800,Sideways,101721-01,"Guest Stateroom, Stbd Aft",Furniture Assembly,N/A,Each,Westport Shipyards,,,Solidworks,118,1,118,16.30%,75.8,9.9,7.5,8944,1168,885,,
Guest Stateroom #4 Stbd Aft,Furniture Assemblies,,Headboard,TRUE,Greg,Updated,WP 3800,Sideways,103476-01,"Guest Stateroom, Stbd Aft",TBD,N/A,Each,WestStbd Shipyards,TBD,,Solidworks,17,1,17,2.35%,80,4.7,9,1360,80,153,,
Guest Stateroom #4 Stbd Aft,Furniture Assemblies,,Bookcase,TRUE,Greg,Updated,New,Sideways,101709-01,"Guest Stateroom, STBD FWD",Furniture Assembly,,Each,Westport Shipyard,,,Solidworks,49,1,49,6.77%,79.2,10.1,9.5,3881,495,466,,
Guest Stateroom #4 Stbd Aft,Furniture Assemblies,,Wardrobe,TRUE,Greg,Updated,WP 3800,Sideways,101704-01,Guest Stateroom Stbd FWD,Furniture Assembly,N/A,Each,WestStbd Shipyards,,,Solidworks,165,1,165,22.79%,72.1,10.1,9.5,11897,1667,1568,,
Guest Stateroom #4 Stbd Aft,Floor & Wall Coverings,,CARPET,TRUE,,Updated,New,Sideways,,"Guest Stateroom, Stbd Aft",Floor Coverings,N/A,Each,,,,Guess,2,75,150,66.67%,75,4.5,6,11250,675,900,,
Guest Stateroom #4 Stbd Aft,Floor & Wall Coverings,,"Whisper Wall, Perimeter",TRUE,,Updated,New,Sideways,,"Guest Stateroom, Stbd Aft",Fabrics,,Each,,,,Guess,75,1,75,33.33%,74.3,2,9.9,5573,150,743,,
Guest Stateroom #4 Stbd Aft,Headliner System,,Headliner,TRUE,,Updated,New,Sideways,,"Guest Stateroom, Stbd Aft",Fabrics,,Each,,,,Guess,70,1,70,68.63%,75,4.5,12.75,5250,315,893,,
Guest Stateroom #4 Stbd Aft,Headliner System,,"Hangers, Overhead",TRUE,,Updated,New,Sideways,690266-01,"Guest Stateroom, Stbd Aft",TBD,N/A,ALL,,,,Solidworks,32,1,32,31.37%,75,4.5,12.75,2400,144,408,,
Guest Stateroom #4 Stbd Aft,Miscellaneous Electronics & Accessories,,MISC ELECTRONICS AND ACCESSORIES,TRUE,,Updated,WP 3800,Sideways,NA,"Guest Stateroom, Stbd Aft",Miscellaneous Electronics / Accessories,,Each,,,,Solidworks,75,1,75,62.50%,75,4.5,9.38,5625,338,703,,
Guest Stateroom #4 Stbd Aft,Miscellaneous Electronics & Accessories,,"Television, LED 48"" SUHD TV",TRUE,Greg,Updated,WP 3800,Sideways,236916,"Guest Stateroom, Stbd Aft",A/V,,Each,TBD,TBD,,Guess,35,1,35,29.17%,70.9,4.8,10.9,2482,168,382,,
Guest Stateroom #4 Stbd Aft,Miscellaneous Electronics & Accessories,,"Television Mount, Flat Wall 37-65"" Velcro",TRUE,Greg,Updated,WP 3800,Sideways,235405,"Guest Stateroom, Stbd Aft",A/V,,Each,"""Cimple""",TBD,,Guess,10,1,10,8.33%,70.9,4.8,10.9,709,48,109,,
Guest Stateroom #4 Stbd Aft,Miscellaneous Finish Joinerwork Casings / Trim etc,,Misc Trim,TRUE,Greg,Updated,WP 3800,Sideways,,Guest Stateroom Port FWD,Furniture Assembly,,Each,Westport Shipyards,,,Solidworks,110,1,110,42.31%,75,4.5,9.38,8250,495,1031,,
Guest Stateroom #4 Stbd Aft,Miscellaneous Finish Joinerwork Casings / Trim etc,,WINDOW BOX,TRUE,,Updated,New,Sideways,,"Guest Stateroom, Stbd Aft",Furniture Assembly,,Each,WestStbd Shipyard,,,Solidworks,150,1,150,57.69%,75.8,11.2,9.6,11370,1680,1440,,
Guest Stateroom #4 Stbd Aft,Lighting,,"LIGHT, WALL MOUNT, READING, PHP",TRUE,,Updated,WP 3800,Sideways,103132-01,Guest Stateroom Stbd FWD,Lighting,TBD,Each,TBD,,,Guess,12,2,24,100.00%,79.5,4.7,10,1908,113,240,,
Guest Bathroom #4 Stbd Aft,FRESH WATER SYSTEM,,"SHOWER, PRE PLUMB, 3/4"" THERMOSTATIC, 2X CNTRL, RIGHT",TRUE,,,,,102919-01,"Guest Bathroom, Stbd Aft",TBD,,Each,,,,Guess,15,1,15,100.00%,65.9,4.6,10.12,989,69,152,,
Guest Bathroom #4 Stbd Aft,Plumbing Fixtures,,"Sink, Undermount (Maximum Dimensions 21w x 15d x 8h)",TRUE,Greg,Updated,WP 3800,Sideways,001028-01,"Guest Bathroom, Stbd Aft",Plumbing Fixtures,,Each,LaCava,Cube #5452UN-002,,Guess,22,1,22,28.21%,66.6,7.8,8.5,1465,172,187,,
Guest Bathroom #4 Stbd Aft,Plumbing Fixtures,,"Toilet, Long Bowl, Built in ADR Valve, PHP",TRUE,Greg,Updated,WP 3800,Sideways,102334-01,"Guest Bathroom, Stbd Aft",Plumbing Fixtures,24vdc,Each,Headhunter,"""Bravo"" RFB-4",http://www.headhunterinc.com/product/bravo/,Guess,50,1,50,64.10%,68.9,9.8,6.8,3445,490,340,,
Guest Bathroom #4 Stbd Aft,Plumbing Fixtures,,"Faucet, 3 Hole, Widespread",TRUE,Greg,Updated,WP 3800,Sideways,001012-01,"Guest Bathroom, Stbd Aft",Plumbing Fixtures,N/A,Each,Kallista,P24736-LV-AD,https://www.kallista.com/bathroom/faucets/sink-faucets/per-se-sink-faucet-tall-spout-lever-handles-p24736-lv-cp,Guess,6,1,6,7.69%,66,7.8,9.1,396,47,55,Nickel Silver,
Guest Bathroom #4 Stbd Aft,Furniture Assemblies,,Vanity,TRUE,Greg,Updated,WP 3800,Sideways,101677-01,"Guest Bathroom, Stbd Aft",Furniture Assembly,,Each,,,,Solidworks,85,1,85,25.68%,66.4,7.8,7.9,5644,663,672,,
Guest Bathroom #4 Stbd Aft,Furniture Assemblies,,Countertop,TRUE,Greg,Updated,WP 3800,Sideways,101678-01,"Guest Bathroom, Stbd Aft",Countertop(s),N/A,Each,,,,Solidworks,85,1,85,25.68%,66,7.8,9.1,5610,663,774,,
Guest Bathroom #4 Stbd Aft,Furniture Assemblies,,Medicine Cabinet,TRUE,Greg,Updated,WP 3800,Sideways,101679-01,"Guest Bathroom, Stbd Aft",Furniture Assembly,N/A,Each,,,,Solidworks,58,1,58,17.52%,66.2,7.85,11.5,3840,455,667,,
Guest Bathroom #4 Stbd Aft,Furniture Assemblies,,Linen Locker,TRUE,Greg,Updated,WP 3800,Sideways,101681-01,"Guest Bathroom, Stbd Aft",Furniture Assembly,N/A,Each,,,,Solidworks,103,1,103,31.12%,66.5,10.7,9.5,6850,1102,979,,
Guest Bathroom #4 Stbd Aft,Shower Finish Assembly,,"Glass, Shower",TRUE,Greg,Updated,WP 3800,Sideways,103681-01,"Guest Bathroom, Stbd Aft",Interior Glass,N/A,ALL,TBD,TBD,,Solidworks,77,1,77,32.08%,68,6,-9.3,5236,462,-716,,
Guest Bathroom #4 Stbd Aft,Shower Finish Assembly,,Miscellaneous Shower Components,TRUE,Greg,Updated,WP 3800,Sideways,TBD,"Guest Bathroom, Stbd Aft",TBD,N/A,Each,,,,Guess,15,1,15,6.25%,67.9,4.6,9.4,1019,69,141,,
Guest Bathroom #4 Stbd Aft,Shower Finish Assembly,,Shower Lid,TRUE,Greg,Updated,WP 3800,Sideways,103377-01,"Guest Bathroom, Stbd Aft",TBD,N/A,Each,,,,Solidworks,15,1,15,6.25%,67.9,4.6,12.75,1019,69,191,,
Guest Bathroom #4 Stbd Aft,Shower Finish Assembly,,Shower Panel Assembly,TRUE,Greg,Updated,WP 3800,Sideways,101686-01,"Guest Bathroom, Stbd Aft",TBD,N/A,Each,,,,Solidworks,133,1,133,55.42%,67.9,4.6,9.4,9031,612,1250,,
Guest Bathroom #4 Stbd Aft,Floor & Wall Coverings,,"Covering, Floor & Wall",TRUE,Greg,Updated,WP 3800,Sideways,,"Guest Bathroom, Stbd Aft",Floor Coverings,N/A,Each,,,,Solidworks,1045,1,1045,100.00%,68.3,7.2,8,71374,7524,8360,,
Guest Bathroom #4 Stbd Aft,Headliner System,,Headliner,TRUE,,Updated,WP 3800,Sideways,,"Guest Bathroom, Stbd Aft",Fabrics,N/A,Each,,,,Guess,20,1,20,76.92%,68.3,7.2,12.75,1366,144,255,,
Guest Bathroom #4 Stbd Aft,Headliner System,,"Hangers, Overhead",TRUE,,Updated,WP 3800,Sideways,690266-01,"Guest Bathroom, Stbd Aft",TBD,N/A,ALL,,,,Solidworks,6,1,6,23.08%,68.3,7.2,12.75,410,43,77,,
Guest Bathroom #4 Stbd Aft,Miscellaneous Electronics & Accessories,,Miscellaneous Electronics & Accessories,TRUE,,Updated,WP 3800,Sideways,TBD,"Guest Bathroom, Stbd Aft",Miscellaneous Electronics / Accessories,TBD,Each,,,,Solidworks,60,1,60,100.00%,68.3,7.2,9.9,4098,432,594,,
Guest Bathroom #4 Stbd Aft,Miscellaneous Finish Joinerwork Casings / Trim etc,,Misc Trim,TRUE,Greg,Updated,WP 3800,Sideways,,Guest Stateroom Port FWD,Furniture Assembly,,Each,Westport Shipyards,,,Solidworks,50,1,50,57.47%,68.3,7.2,9.9,3415,360,495,,
Guest Bathroom #4 Stbd Aft,Miscellaneous Finish Joinerwork Casings / Trim etc,,WINDOW BOX,TRUE,Toby,Updated,WP 3800,Sideways,,"Guest Bathroom, Stbd Aft",Furniture Assembly,N/A,Each,,,,Solidworks,37,1,37,42.53%,68.9,11.2,9.4,2549,414,348,,
Port Mechanical Room,"Equipment Room, Rough In",,equipment supports,TRUE,,,,,,,,,,,,,Guess,1,40,40,5.19%,100.75,9,9,4030,360,360,,
Port Mechanical Room,"FRESH WATER SYSTEM, EQUIPMENT ROOM",,"SINK, SS DROP-IN W/FCT 10WX14LX10D",TRUE,,Updated,,,222235,Equipment Room,Plumbing Fixtures,N/A,Each,,,,Guess,15,1,15,100.00%,100.75,-10.25,8,1511,-154,120,,
Port Mechanical Room,"RACK, WORK BENCH",,"FRAME, WORK BENCH RACK",TRUE,,Updated,,,,Equipment Room,TBD,,Each,,,,Guess,40,1,40,5.59%,100.75,-10.25,8,4030,-410,320,,
Port Mechanical Room,"RACK, WORK BENCH",,"TOOLBOX, 7-DRAWER PRO II-WHITE 24W",TRUE,,Updated,,,222236,Equipment Room,Tools & Tool Storage,,Each,,,,Guess,600,1,600,83.92%,100.75,-10.25,8,60450,-6150,4800,,
Port Mechanical Room,"RACK, WORK BENCH",,"WALL CABINET, PRO II-WHT 16HX11DX32W (TOP)",TRUE,,Updated,,,700709,Equipment Room,Tools & Tool Storage,,Each,,,,Guess,35,1,35,4.90%,100.75,-10.25,11,3526,-359,385,,
Port Mechanical Room,"RACK, WORK BENCH",,"Frame, Watermakers",TRUE,,,,,,,,,,,,,Guess,40,1,40,5.59%,102,-6.5,11.2,4080,-260,448,,
Port Mechanical Room,"Equipment Room, Finish",,MISC ELECTRONICS AND ACCESSORIES,TRUE,,Updated,,,NA,Equipment Room,Miscellaneous Electronics / Accessories,TBD,Each,,,,Guess,20,1,20,13.33%,100.75,-6.25,10,2015,-125,200,,
Port Mechanical Room,"Equipment Room, Finish",,Interior Walls,TRUE,,,,,,,,,,,,,Guess,80,1,80,53.33%,100.6,-7.25,10,8048,-580,800,,
Port Mechanical Room,"Equipment Room, Finish",,Headliner,TRUE,,Updated,,,,Equipment Room,Fabrics,N/A,Each,,,,Guess,50,1,50,33.33%,100.75,-6.25,12.8,5038,-313,640,,
Control Room (Starboard),Foundations & Fabrications,,Shelves and rough in,TRUE,,Updated,,,,Control Room,Foundations,,SF,,,,Guess,1,40,40,50.00%,100.75,-9,9,4030,-360,360,,
Control Room (Starboard),Foundations & Fabrications,,equipment supports,TRUE,,,,,,,,,,,,,Guess,1,40,40,50.00%,100.75,-9,9,4030,-360,360,,
Control Room (Starboard),"Control Room, Finish",,MISC ELECTRONICS AND ACCESSORIES,TRUE,,Updated,,,,Control Room,Miscellaneous Electronics / Accessories,,Each,,,,Guess,20,1,20,9.09%,100.6,8.29,9,2012,166,180,,
Control Room (Starboard),"Control Room, Finish",,Headliner,TRUE,,Updated,,,,Control Room,Fabrics,,Each,,,,Guess,50,1,50,22.73%,100.6,7.25,12.49,5030,363,625,,
Control Room (Starboard),"Control Room, Finish",,Interior Walls,TRUE,,,,,,,,,,,,,Guess,80,1,80,36.36%,100.6,7.25,10,8048,580,800,,
Control Room (Starboard),"Control Room, Finish",,CONTROL ROOM LADDER,TRUE,,Updated,WP 3800,Sideways,102317.700-01,Control Room,Stairs & Ladders,N/A,Each,,,,Guess,70,1,70,31.82%,99.2,9.4,9.72,6944,658,680,,
Utility Room & Head,Furniture Assemblies,,VANITY,TRUE,,Updated,,,103969.000-01,Utility Room,Furniture Assembly,N/A,Each,,,,Guess,60,1,60,54.55%,103.6,-3.1,7.5,6216,-186,450,,
Utility Room & Head,Furniture Assemblies,,"TOILET, LONG BOWL, BUILT-IN ADR VALVE, 24 VDC, PHP",TRUE,,Updated,WP 3800,Sideways,102334-01,Utility Room,Plumbing Fixtures,24vdc,Each,Headhunter,"""Bravo"" RFB-6",http://www.headhunterinc.com/product/bravo/,Guess,50,1,50,45.45%,101.5,-5,6.8,5075,-250,340,,
Utility Room & Head,Headliner System,,Headliner,TRUE,,Updated,,,102314.118-01,Utility Room,Fabrics,N/A,Each,,,,Guess,30,1,30,100.00%,101,-0.3,12.75,3030,-9,383,,
Utility Room & Head,Furniture Assemblies,,STAIR,TRUE,,,,,,Utility Room,Stairs & Ladders,N/A,Each,,,,Guess,30,1,30,22.22%,104.75,-1.37,6.67,3143,-41,200,,
Utility Room & Head,Furniture Assemblies,,(HANDRAIL),TRUE,,,,,,Utility Room,Railings,N/A,Each,,,,Guess,5,1,5,3.70%,107.75,-2.19,9.25,539,-11,46,,
Utility Room & Head,Furniture Assemblies,,"LOCKER, DIVE",TRUE,,,,,,Utility Room,Furniture Assembly,N/A,Each,,,,Guess,100,1,100,74.07%,105.5,6,9.19,10550,600,919,,
Utility Room & Head,Miscellaneous Electronics & Accessories,,MISC ELECTRONICS AND ACCESSORIES,TRUE,,,,,,Utility Room,Miscellaneous Electronics / Accessories,TBD,Each,,,,Solidworks,20,1,20,100.00%,100,6,10.4,2000,120,208,,
Utility Room & Head,Miscellaneous Finish Joinerwork Casings / Trim etc,,HVAC SHELF,TRUE,,,,,,Utility Room,Foundations,N/A,Each,,,,Guess,15,1,15,23.08%,108.75,-9.5,12.55,1631,-143,188,,
Utility Room & Head,Miscellaneous Finish Joinerwork Casings / Trim etc,,"BUSTLE UTILITY PANEL, PORT SIDE",TRUE,,,,,,Lazarette,TBD,,Each,,,,Guess,20,1,20,30.77%,107,-9.5,11.63,2140,-190,233,,
Utility Room & Head,Miscellaneous Finish Joinerwork Casings / Trim etc,,"BUSTLE STAIRS, BLOCK MODEL",TRUE,,,,,,Lazarette,TBD,,Each,,,,Guess,30,1,30,46.15%,107,0,6.67,3210,0,200,,
Utility Room & Head,Appliances,,"ICE MAKER, MANITOWOC QM 45",TRUE,,,,,220350,Utility Room,Appliances,TBD,Each,,,,Amazon,114,1,114,33.93%,103,3,7.4,11742,342,844,,
Utility Room & Head,Appliances,,"FREEZER, F1051, WITH GRILL_3D_29016-0",TRUE,,,WP 3800,Sideways,102315.118-01,Utility Room,Appliances,TBD,Each,,,,Manufacturer,222,1,222,66.07%,101.25,3,8.81,22478,666,1955,,
Exterior Decks,FRP Sub Assemblies & Associated Hardware,,"Settee, Flybridge Port Side",TRUE,,Updated,,,,Flybridge,TBD,,Each,Westport Shipyards,,,Guess,80,1,80,11.59%,70.5,-7.5,27.5,5640,-600,2200,,
Exterior Decks,FRP Sub Assemblies & Associated Hardware,,"Settee, Flybridge Starboard Side",TRUE,,Updated,,,,Flybridge,TBD,,Each,Westport Shipyards,,,Guess,80,1,80,11.59%,70.5,7.5,27.5,5640,600,2200,,
Exterior Decks,FRP Sub Assemblies & Associated Hardware,,"Cabinet, Center Bar",TRUE,,Updated,,,,Flybridge,TBD,,Each,Westport Shipyards,,,Guess,60,1,60,8.70%,74.75,0,28.2,4485,0,1692,,
Exterior Decks,FRP Sub Assemblies & Associated Hardware,,"Cabinet, Flybridge Port Side",TRUE,,Updated,,,,Flybridge,TBD,,Each,Westport Shipyards,,,Guess,80,1,80,11.59%,81.2,-7.25,27.5,6496,-580,2200,,
Exterior Decks,FRP Sub Assemblies & Associated Hardware,,"Cabinet, Flybridge Starboard Side",TRUE,,Updated,,,,Flybridge,TBD,,Each,Westport Shipyards,,,Guess,80,1,80,11.59%,81.2,7.25,27.5,6496,580,2200,,
Exterior Decks,FRP Sub Assemblies & Associated Hardware,,"Stairs, Flybridge - Port",TRUE,,Updated,,,,Flybridge,Stair Assembly,,Each,Westport Shipyards,,,Guess,50,1,50,7.25%,85.3,-4.9,24,4265,-245,1200,,
Exterior Decks,FRP Sub Assemblies & Associated Hardware,,"Stairs, Flybridge - Stbd",TRUE,,Updated,,,,Flybridge,Stair Assembly,,Each,Westport Shipyards,,,Guess,50,1,50,7.25%,85.3,4.9,24,4265,245,1200,,
Exterior Decks,FRP Sub Assemblies & Associated Hardware,,"Stair Hinge, Flybridge",TRUE,,Updated,,,,Flybridge,TBD,,Each,TBD,,,Guess,5,2,10,1.45%,84,0,25,840,0,250,,
Exterior Decks,FRP Sub Assemblies & Associated Hardware,,Flybridge Console with Components,TRUE,,Updated,,Sideways,,Flybridge,TBD,,Each,Westport Shipyards,,,Guess,200,1,200,28.99%,62.5,0,28.5,12500,0,5700,,
Exterior Decks,Appliances,,"Barbeque, Boat Deck",TRUE,Greg,Updated,WP 3800,Sideways,236112,Boat Deck,Appliances,,Each,TBD,500256-02,,Guess,75,1,75,42.86%,81.9,7.45,28,6143,559,2100,,
Exterior Decks,Appliances,,Sink,TRUE,,Updated,WP 3800,Sideways,NA,Boat Deck,Plumbing Fixtures,,Each,,,,Guess,25,1,25,14.29%,77.4,7.3,28,1935,183,700,,
Exterior Decks,Appliances,,Refridgerator,TRUE,,Updated,WP 3800,Sideways,NA,Boat Deck,Appliances,,Each,,,,Guess,75,1,75,42.86%,79.4,7.45,27,5955,559,2025,,
Exterior Decks,Deck Coverings,,Teak - Flybridge,TRUE,,Updated,,,NA,Fltbridge,Exterior Decking,,SF,,,,Guess,2,202,404,34.71%,71.71,0,25.9,28971,0,10464,,
Exterior Decks,Deck Coverings,,Teak - Boat Deck,TRUE,,Updated,,,NA,Fltbridge,Exterior Decking,,SF,,,,Guess,2,352,704,60.48%,96.4,-1,21.5,67866,-704,15136,,
Exterior Decks,Deck Coverings,,Teak - Stairs from BD to FB,TRUE,,Updated,,,NA,Fltbridge,Exterior Decking,,SF,,,,Guess,2,28,56,4.81%,85.3,0,24,4777,0,1344,,
Exterior Decks,Control Stations,,Wing station Port,TRUE,,Updated,,,NA,Flybridge,TBD,TBD,Each,,,,Guess,15,1,15,18.75%,62.5,-8,29,938,-120,435,,
Exterior Decks,Control Stations,,Wing Station Starboard,TRUE,,Updated,,,NA,Flybridge,TBD,TBD,Each,,,,Guess,15,1,15,18.75%,62.5,8,29,938,120,435,,
Exterior Decks,Control Stations,,Helm Station,TRUE,,Updated,,,NA,Flybridge,TBD,TBD,Each,,,,Guess,50,1,50,62.50%,62.5,0,28.5,3125,0,1425,,
Exterior Decks,Miscellaneous Electronics & Accessories,,Miscellaneous Electronic & Accessories,TRUE,,Updated,,,NA,Flybridge,Miscellaneous Electronics / Accessories,TBD,Each,,,,Guess,50,1,50,100.00%,62.5,0,28.5,3125,0,1425,,
Exterior Decks,Upholstery Work,,"Cushion, Port Side Settee, Flybridge",TRUE,,Updated,,,NA,Flybridge,Fabrics,,CF,,,,Guess,3,25,75,33.33%,70.5,-7.5,27.5,5288,-563,2063,,
Exterior Decks,Upholstery Work,,"Cushion, Starboard Side Settee, Flybridge",TRUE,,Updated,,,NA,Flybridge,Fabrics,,CF,,,,Guess,3,25,75,33.33%,70.5,7.5,27.5,5288,563,2063,,
Exterior Decks,Upholstery Work,,"Cushion, Port Helm Settee, Flybridge",TRUE,,Updated,,,NA,Flybridge,Fabrics,,CF,,,,Guess,1,25,25,11.11%,65.25,-6.8,28,1631,-170,700,,
Exterior Decks,Upholstery Work,,"Cushion, Starboard Helm Settee, Flybridge",TRUE,,Updated,,,NA,Flybridge,Fabrics,,CF,,,,Guess,1,25,25,11.11%,65.25,6.8,28,1631,170,700,,
Exterior Decks,Upholstery Work,,"Cushion, Sunpad over Hot Tub",TRUE,,Updated,,,NA,Flybridge,Fabrics,,CF,,,,Guess,1,25,25,11.11%,81.75,0,27,2044,0,675,,
Exterior Decks,Furniture,,"Table, Starboard Side of Flybridge",TRUE,,Updated,,,NA,Flybridge,Furniture Assembly,,Each,,,,Guess,50,1,50,15.63%,70.3,5.4,28.1,3515,270,1405,,
Exterior Decks,Furniture,,"Table, Port Side of Flybridge",TRUE,,Updated,,,NA,Flybridge,Furniture Assembly,,Each,,,,Guess,50,1,50,15.63%,70.3,-5.4,28.1,3515,-270,1405,,
Exterior Decks,Furniture,,"Helm Chair with 12"" High Back",TRUE,,Updated,,,225846,Flybridge,Furniture Assembly,,Each,Crown,Admiral,,Guess,100,1,100,31.25%,65.3,0,28,6530,0,2800,White,
Exterior Decks,Furniture,,Bar Stools,TRUE,,Updated,,,,Flybridge,Furniture Assembly,,Each,Crown,Admiral,,Guess,40,3,120,37.50%,72.66,0,27.5,8719,0,3300,White,
Exterior Decks,Glass,,Venturi,TRUE,,Updated,,,,,Window Glass,,SF,,,,Guess,1.1,80,88,100.00%,60.85,0,29.75,5355,0,2618,,
Exterior Decks,Boat Deck Coverings and Fittings,,Tiedowns,TRUE,,,,,NA,Boat Deck,TBD,,Each,TBD,,,Guess,3,25,75,100.00%,98,-2,22,7350,-150,1650,,
Exterior Decks,Hydraulic System Rough In. Boat Deck,,Davit Control Manifold (Hydraulics),TRUE,,,,,NA,Boat Deck,,TBD,Each,,,,Guess,100,1,100,100.00%,90,-9.5,22.5,9000,-950,2250,,
Exterior Decks,Miscellaneous Accessories,,Flag Pole with Socket,TRUE,Brian,,WP 3800,Sideways,226675,Boat Deck,TBD,,Each,TBD,TBD,,Guess,5,1,5,100.00%,107.75,0,23,539,0,115,,
Exterior Decks,Main Deck Aft Rough In,,"Bar, Aft Deck",TRUE,Chris,Updated,,,103594-01,Main Deck Aft,TBD,,Each,,,,Guess,250,1,250,100.00%,98.25,-8.5,15.9,24563,-2125,3975,,
Exterior Decks,"Main Deck Aft, Finish",,Teak Decking,TRUE,Chris,Updated,New,Down,NA,Main Deck Aft,Exterior Decking,,Sq. Ft.,,,,Guess,2,231,462,44.57%,98,-0.2,13.8,45276,-92,6376,,
Exterior Decks,"Main Deck Aft, Finish",,Chair,TRUE,Chris,Updated,WP 3800,Sideways,NA,Main Deck Aft,Furniture Assembly,,Each,,,,Guess,20,4,80,7.72%,101,0,15,8080,0,1200,,
