Heading,Spec_Heading,Features,Model,Hyperlink,Source,Weight,Quantity,Material_And_Color,Size
Pilothouse,Miscellaneous Finish Joinerwork Casings / Trim etc,"Diffuser, Pilothouse Defroster",,,Solidworks,2,5,,
Pilothouse,Miscellaneous Finish Joinerwork Casings / Trim etc,"Overhead, Lower Panel",,,Solidworks,53,1,,
Pilothouse,Miscellaneous Finish Joinerwork Casings / Trim etc,"Overhead, Top Panel",,,Solidworks,39,1,,
Pilothouse,Miscellaneous Finish Joinerwork Casings / Trim etc,File Cabinet,,,Guess,60,1,,
Pilothouse,Miscellaneous Finish Joinerwork Casings / Trim etc,Plenum,,,Guess,150,1,,
Pilothouse,Miscellaneous Finish Joinerwork Casings / Trim etc,Open Bookcase,,,Guess,30,1,,
Pilothouse,Miscellaneous Finish Joinerwork Casings / Trim etc,Handrail,,,Solidworks,47,1,Polished Stainless Steel,
Pilothouse,Lighting,"3"" O.D. Downlight, LED, IP40, PHP",,,Guess,1.3,12,,"3"""
Pilothouse,Decorator Outfit Fixed,Swing Out Stool,,,Solidworks,38,1,,
"Interior Joiner Doors Assembly, Main Deck Only",Finishing Schedule,"Door Assembly, Right Hand, Privacy",,,Guess,49,1,,
"Interior Joiner Doors Assembly, Main Deck Only",Finishing Schedule,"Door Assembly, Right Hand, Privacy",,,Guess,49,1,,
"Interior Joiner Doors Assembly, Main Deck Only",Finishing Schedule,"Door Assembly, Left Hand, Keyed",,,Guess,46,1,,
"Interior Joiner Doors Assembly, Main Deck Only",Finishing Schedule,"Door Assembly, Slider, Passage , Powered",,,Guess,180,1,,
"Interior Joiner Doors Assembly, Main Deck Only",Finishing Schedule,"Door Assembly, Right Hand, Privacy",,,Guess,36,1,,
Main Deck Interior Joinerwork Bulkheads Assembly,Finishing Schedule,"Joinery Partitions Assembly, Main Deck",,,Estimate,1450,1,,
Master Stateroom & Wardrobes,Furniture Assemblies,Dresser,,,Solidworks,197,1,,
Master Stateroom & Wardrobes,Furniture Assemblies,Wardrobe,,,Solidworks,214,1,,
Master Stateroom & Wardrobes,Furniture Assemblies,"Nightstand, Master Stateroom",Custom,,Solidworks,34,1,,
Master Stateroom & Wardrobes,Furniture Assemblies,"Nightstand, Master Stateroom",Custom,,Solidworks,34,1,,
Master Stateroom & Wardrobes,Furniture Assemblies,Berth,Custom Built,,Solidworks,299,1,,
Master Stateroom & Wardrobes,Furniture Assemblies,"Mattress, King Sized, Master Stateroom",TBD,,Guess,3,31.5,,
Master Stateroom & Wardrobes,Furniture Assemblies,Headboard,TBD,,Solidworks,16,1,,
Master Stateroom & Wardrobes,Furniture Assemblies,Chair,,,Guess,30,1,,
Master Stateroom & Wardrobes,Floor & Wall Coverings,Whisper Wall,,,Guess,50,1,,
Master Stateroom & Wardrobes,Floor & Wall Coverings,Flooring,,,Guess,2,150,,
Master Stateroom & Wardrobes,Headliner System,Feature Headliner,,,Guess,15,1,,
Master Stateroom & Wardrobes,Headliner System,Headliner,,,Guess,100,1,,
Master Stateroom & Wardrobes,Headliner System,"Hangers, Overhead, Master Stateroom",,,Solidworks,87,1,,
Master Stateroom & Wardrobes,Miscellaneous Electronics & Accessories,Miscellaneous Electronics & Accessories,,,Solidworks,125,1,,
Master Stateroom & Wardrobes,Miscellaneous Electronics & Accessories,"Subwoofer, 1000watt, 8"" Diameter",TBD,,Guess,35,1,,
Master Stateroom & Wardrobes,Miscellaneous Electronics & Accessories,"Television Mount, Flat Wall 37-65"" Velcro",TBD,,Guess,10,1,,
Master Stateroom & Wardrobes,Miscellaneous Electronics & Accessories,"Television, LED Samsung 55"" UHD, Smart WiFi",TBD,,Manufacturer,47,1,,
Master Stateroom & Wardrobes,Miscellaneous Finish Joinerwork Casings / Trim etc,WINDOW BOX 1,,,Solidworks,50,1,,
Master Stateroom & Wardrobes,Miscellaneous Finish Joinerwork Casings / Trim etc,WINDOW BOX 2,,,Solidworks,50,1,,
Master Stateroom & Wardrobes,Miscellaneous Finish Joinerwork Casings / Trim etc,WINDOW BOX 3,,,Solidworks,50,1,,
Master Stateroom & Wardrobes,Miscellaneous Finish Joinerwork Casings / Trim etc,WINDOW BOX 4,,,Solidworks,50,1,,
Master Stateroom & Wardrobes,Miscellaneous Finish Joinerwork Casings / Trim etc,WINDOW BOX 5,,,,50,1,,
Master Stateroom & Wardrobes,Miscellaneous Finish Joinerwork Casings / Trim etc,WINDOW BOX 6,,,,50,1,,
Master Stateroom & Wardrobes,Miscellaneous Finish Joinerwork Casings / Trim etc,WINDOW BOX 7,,,,50,1,,
Master Stateroom & Wardrobes,Miscellaneous Finish Joinerwork Casings / Trim etc,WINDOW BOX 8,,,Solidworks,50,1,,
Master Stateroom & Wardrobes,Miscellaneous Finish Joinerwork Casings / Trim etc,WINDOW BOX 9,,,Solidworks,50,1,,
Master Stateroom & Wardrobes,Miscellaneous Finish Joinerwork Casings / Trim etc,Miscellaneous Finish joinery / Trim,,,Solidworks,250,1,,
Master Stateroom & Wardrobes,Lighting,"Light, Wall Mount, 120 VAC Inacandescent, PHP",,,Guess,10,2,,
Master Stateroom & Wardrobes,Appliances,"Washing Machine, Master Stateroom",PW6065,,Manufacturer,240,0,,
Master Stateroom & Wardrobes,Appliances,"Dryer, Master Stateroom",PT7136,,Manufacturer,123,0,,
Master Stateroom & Wardrobes,Appliances,Washer / Dryer Base,,,Solidworks,13,0,,
Master Bathroom(s),Plumbing Fixtures,"Sink, Undermount (Maximum Dimensions 21w x 15d x 8h)",Cube #5452UN-001,https://www.lacava.com/pdfs/5452UN.pdf,Manufacturer,20,1,White Porcelain,"19.75""w x 14.375""d x 5.75""h"
Master Bathroom(s),Plumbing Fixtures,"Sink, Undermount (Maximum Dimensions 21w x 15d x 8h)",Cube #5452UN-001,https://www.lacava.com/pdfs/5452UN.pdf,Manufacturer,20,1,White Porcelain,"19.75""w x 14.375""d x 5.75""h"
Master Bathroom(s),Plumbing Fixtures,Faucet 3 Hole Widespread,P24736-LV-AD,https://www.kallista.com/bathroom/faucets/sink-faucets/per-se-sink-faucet-tall-spout-lever-handles-p24736-lv-cp,Manufacturer,6,1,Nickel Silver,
Master Bathroom(s),Plumbing Fixtures,Faucet 3 Hole Widespread,P24736-LV-AD,https://www.kallista.com/bathroom/faucets/sink-faucets/per-se-sink-faucet-tall-spout-lever-handles-p24736-lv-cp,Manufacturer,6,1,Nickel Silver,
Master Bathroom(s),Plumbing Fixtures,"Toilet, Long Bowl, Built in ADR Valve","""Bravo"" RFB-0",http://www.headhunterinc.com/product/bravo/,Guess,50,1,White with Chrome Trim,
Master Bathroom(s),Plumbing Fixtures,"Toilet, Long Bowl, Built in ADR Valve","""Bravo"" RFB-0",http://www.headhunterinc.com/product/bravo/,Guess,50,1,White with Chrome Trim,
Master Bathroom(s),Furniture Assemblies,Vanity Cabinet,,,Solidworks,100,1,,
Master Bathroom(s),Furniture Assemblies,Countertop,"Mink Marble, Lightweight Slab, Standard Edge",,Solidworks,105,1,Marble,
Master Bathroom(s),Furniture Assemblies,Stone Backer,"Mink Marble, Lightweight Slab, Standard Edge",,Solidworks,10,1,Marble,
Master Bathroom(s),Furniture Assemblies,Medicine Cabinet,,,Solidworks,60,1,,
Master Bathroom(s),Furniture Assemblies,Linen Locker #1,,,Solidworks,130,1,,
Master Bathroom(s),Furniture Assemblies,Vanity Cabinet,,,Solidworks,100,1,,
Master Bathroom(s),Furniture Assemblies,Countertop,"Mink Marble, Lightweight Slab, Standard Edge",,Solidworks,105,1,Marble,
Master Bathroom(s),Furniture Assemblies,Stone Backer,"Mink Marble, Lightweight Slab, Standard Edge",,Solidworks,10,1,Marble,
Master Bathroom(s),Furniture Assemblies,Medicine Cabinet,,,Solidworks,60,1,,
Master Bathroom(s),Furniture Assemblies,Linen Locker #2,,,Solidworks,130,1,,
Master Bathroom(s),Shower Finish Assembly,Shower Panel Assembly,,,Solidworks,265,1,,
Master Bathroom(s),Shower Finish Assembly,Shower Lid,,,Solidworks,20,1,,
Master Bathroom(s),Shower Finish Assembly,Shower Glass,,,Solidworks,66,2,,
Master Bathroom(s),Floor & Wall Coverings,"Covering, Shower",,,Solidworks,500,1,,
Master Bathroom(s),Floor & Wall Coverings,"Covering, Floor",,,Solidworks,2,43,,
Master Bathroom(s),Headliner System,Headliner Hangers Overhead,,,Solidworks,28,1,,
Master Bathroom(s),Headliner System,Headliner,,,Guess,50,1,,
Master Bathroom(s),Miscellaneous Electronics & Accessories,Miscellanaeous Electronics & Accessories,,,Solidworks,100,1,,
Master Bathroom(s),Miscellaneous Finish Joinerwork Casings / Trim etc,Miscellaneous Finish Joinery / Trim,,,Guess,276,1,,
Master Bathroom(s),Miscellaneous Finish Joinerwork Casings / Trim etc,WINDOW BOX 1,,,Guess,65,1,,
Master Bathroom(s),Lighting,Overhead Lights,,,,,,,
Master Bathroom(s),Lighting,Shower Lights,,,,,,,
Master Bathroom(s),Lighting,Strip Lighting,,,,,,,
Master Bathroom(s),Lighting,Emergency Lighting,,,,,,,
Master Bathroom(s),Lighting,Sconces above forward sink Vanities,"Archer Collection, AC21S-PN",www.clsterling.com,Manufacturer,4.6,4,"Polished Nickel, Frosted Glass","11""h x 6""w x 3.3""d"
Galley,Furniture Assemblies,"Cabinet, Oven",,,Solidworks,143,1,,
Galley,Furniture Assemblies,Storage Cabinet,,,Solidworks,28,1,,
Galley,Furniture Assemblies,Storage Cabinet,,,Solidworks,34,1,,
Galley,Furniture Assemblies,Storage Cabinet,,,Solidworks,60,1,,
Galley,Furniture Assemblies,Countertop,,,Solidworks,408,1,,
Galley,Furniture Assemblies,Storage Cabinet,,,Solidworks,73,1,,
Galley,Furniture Assemblies,Settee Cabinet,,,Solidworks,256,1,,
Galley,Furniture Assemblies,Settee Cushions,,,Guess,25,1,,
Galley,Furniture Assemblies,Settee Countertop,,,Solidworks,220,1,,
Galley,Furniture Assemblies,Fixed Table Pedestal,,,Guess,50,2,Polished Stainless Steel,"6.5"" Dia x 34.5"" h"
Galley,Floor & Wall Coverings,"Whisper Wall, Perimeter",,,Guess,40,1,,
Galley,Floor & Wall Coverings,Floor Covering,,,Solidworks,2,115,,"0.125"" Thick"
Galley,Headliner System,"Hangers, Overhead",,,Solidworks,93,1,,
Galley,Headliner System,Headliner,,,Guess,100,1,,
Galley,Miscellaneous Electronics & Accessories,"Speaker, Slim, In-Ceiling, Revel 8""",,,Guess,6,4,,
Galley,Miscellaneous Electronics & Accessories,"TV, LED 48"" SUHD TV",,,Guess,35,1,,
Galley,Miscellaneous Electronics & Accessories,"Room Box, DM 8G",,,Guess,10,1,,
Galley,Miscellaneous Electronics & Accessories,Miscellaneous Electronics & Accessories,,,Guess,150,1,,
Galley,Miscellaneous Electronics & Accessories,"LIFT, COMPACT SYSTEM NEXUS L-27 I",L-26,,Guess,50,1,,
Galley,Miscellaneous Electronics & Accessories,"BRACKET, TV",,,Solidworks,6,1,,
Galley,Miscellaneous Electronics & Accessories,"PLATE, ALUMINUM, 52L X 32W X 3/8T",,,Solidworks,60,2,,
Galley,Miscellaneous Finish Joinerwork Casings / Trim etc,WINDOW BOX 1,,,Solidworks,33,1,,
Galley,Miscellaneous Finish Joinerwork Casings / Trim etc,WINDOW BOX 2,,,Solidworks,28,1,,
Galley,Miscellaneous Finish Joinerwork Casings / Trim etc,Miscellaneous Finish Joinery / Trim,,,,616,1,,
Galley,Lighting,"3"" O.D. Downlight, LED, IP40, PHP",,,Guess,1.3,12,,"3"""
Galley,Lighting,Downlight Support Assembly,,,Solidworks,1,9,,
Galley,Appliances,Dishwasher,D5554XXLFI,,Manufacturer,110,1,,
Galley,Appliances,Trash Compactor,15XEWT,,Shipping Wt,168,1,,
Galley,Appliances,Vent Hood for Galley Cooktop,TBD,,Guess,500,1,,
Galley,Appliances,"Induction Cooktop, 5 Burner, 36"" Wide",TBD,,Manufacturer,61,1,Stainless Steel,
Galley,Appliances,Oven,SO30TM-S-TH,,Manufacturer,273,1,,
Galley,Appliances,"Microwave, Drawer Style",MD24TE/S,,Manufacturer,91,1,,
Galley,Appliances,Refrigerator / Freezer,SBS 26S1,,Manufacturer,473,1,,
Galley,Appliances,Sink,K3672NA,,Amazon,30,1,,
Galley,Appliances,"Faucet, Stainless Steel",KDO 33.759,,Guess,10,1,,
Galley,Appliances,Hot Water Dispenser,TBD,,Guess,5,1,,
Galley,Appliances,Pot Holders,Custom,,Guess,5,1,Stainless Steel,
Galley,Insulation,"Mass Barrier, Acoustic Floor",,,Solidworks,239,2,,
Galley,Insulation,"Insulation, Acoustic Floor",,,Solidworks,46.5,1,,
Galley,Decorator Outfit Fixed,"Bar Stool #1, Galley",TBD,,Guess,20,1,,
Galley,Decorator Outfit Fixed,"Bar Stool #2, Galley",TBD,,Guess,20,1,,
Galley,Decorator Outfit Fixed,"Bar Stool #3, Galley",TBD,,Guess,20,1,,
Main Deck Starboard Passageway,Floor & Wall Coverings,"Whisper Wall, Perimeter",,,Guess,50,1,,
Main Deck Starboard Passageway,Floor & Wall Coverings,Floor Covering,,,Solidworks,2,70,,
Main Deck Starboard Passageway,Headliner System,Headliner,,,Guess,75,1,,
Main Deck Starboard Passageway,Headliner System,"Hangers, Overhead",,,Solidworks,28,1,,
Main Deck Starboard Passageway,Miscellaneous Electronics & Accessories,Miscellaneous Electronics & Accessories,,,Guess,40,1,,
Main Deck Starboard Passageway,Miscellaneous Finish Joinerwork Casings / Trim etc,Misc Joinery,,,Solidworks,135,1,,
Main Deck Starboard Passageway,Miscellaneous Finish Joinerwork Casings / Trim etc,Window Box,,,Solidworks,140,1,,
Main Deck Starboard Passageway,Lighting,"3"" O.D. Downlight, LED, IP40, PHP",,,Guess,1.3,2,,"3"""
Main Deck Day Head,Plumbing Fixtures,"Toilet, Long Bowl, Built in ADR Valve, PHP","""Bravo"" RFB-1",http://www.headhunterinc.com/product/bravo/,Guess,50,1,,
Main Deck Day Head,Plumbing Fixtures,"Faucet, 3 Hole, Widespread",P24736-LV-AD,https://www.kallista.com/bathroom/faucets/sink-faucets/per-se-sink-faucet-tall-spout-lever-handles-p24736-lv-cp,Guess,6,1,Nickel Silver,
Main Deck Day Head,Plumbing Fixtures,"Sink, Undermount, Maximum Dimensions 17""w x 12""d x 7""h, PHP",,,Guess,25,1,,
Main Deck Day Head,Furniture Assemblies,Vanity,,,Solidworks,37,1,,
Main Deck Day Head,Furniture Assemblies,Vanity Base Frame,,,Solidworks,3,1,,
Main Deck Day Head,Furniture Assemblies,Countertop,,,Solidworks,22,1,,
Main Deck Day Head,Furniture Assemblies,Mirror,,,Guess,20,1,,
Main Deck Day Head,Floor & Wall Coverings,Floor Coverings,,,Solidworks,2,13,,
Main Deck Day Head,Headliner System,Headliner,,,Guess,15,1,,
Main Deck Day Head,Headliner System,"Hangers, Overhead",,,Solidworks,9,1,,
Main Deck Day Head,Miscellaneous Electronics & Accessories,Miscellaneous Electronics & Accessories,,,Guess,40,1,,
Main Deck Day Head,Miscellaneous Finish Joinerwork Casings / Trim etc,Miscellaneous Finish Joinery / Trim,,,Guess,26,1,,
Main Deck Day Head,Lighting,"3"" O.D. Downlight, LED, IP40, PHP",,,Guess,1.3,2,,"3"""
Main Salon & Dining Salon,Furniture Assemblies,Entertainment Centre,,,Solidworks,56,1,,
Main Salon & Dining Salon,Furniture Assemblies,"Top, Entertainment Centre",,,Solidworks,94,1,,
Main Salon & Dining Salon,Furniture Assemblies,"Shroud, TV",,,Solidworks,14,1,,
Main Salon & Dining Salon,Furniture Assemblies,Dining Table,,,Solidworks,147,1,,
Main Salon & Dining Salon,Floor & Wall Coverings,"Whisper Wall, Forward",,,Guess,20,1,,
Main Salon & Dining Salon,Floor & Wall Coverings,"Floor Covering, Carpet",,,Guess,2,270,,
Main Salon & Dining Salon,Floor & Wall Coverings,"Floor Covering, Hardwood",,,Guess,2,163,,
Main Salon & Dining Salon,Headliner System,Downlight Support Assembly,,,Solidworks,1,10,,
Main Salon & Dining Salon,Headliner System,"Speaker Support, 11.5""",,,Solidworks,2,4,,
Main Salon & Dining Salon,Headliner System,"Hangers, Overhead",,,Solidworks,83,1,,
Main Salon & Dining Salon,Headliner System,Soffit,,,Solidworks,495,1,,
Main Salon & Dining Salon,Headliner System,"Speaker, In Ceiling, Theatre, Revel 8""",,,Guess,8,5,,
Main Salon & Dining Salon,Headliner System,Feature Headliner,,,Guess,30,1,,
Main Salon & Dining Salon,Headliner System,Overhead Feature,,,Solidworks,77,1,,
Main Salon & Dining Salon,Headliner System,Headliner,,,Guess,100,1,,
Main Salon & Dining Salon,Miscellaneous Electronics & Accessories,Miscellaneous Electronics & Accessories,,,Guess,100,1,,
Main Salon & Dining Salon,Miscellaneous Electronics & Accessories,"Television, LED, Samsung 55"" UHD, Smart, Wifi",,,Web,37,1,,
Main Salon & Dining Salon,Miscellaneous Electronics & Accessories,"Television Lift, High Rise, Heavyweight",,,Guess,50,1,,
Main Salon & Dining Salon,Miscellaneous Electronics & Accessories,Sub-Woofer Assembly,,,Guess,40,1,,
Main Salon & Dining Salon,Miscellaneous Finish Joinerwork Casings / Trim etc,Window Box 1,,,Solidworks,35,2,,
Main Salon & Dining Salon,Miscellaneous Finish Joinerwork Casings / Trim etc,Window Box 2,,,Solidworks,35,2,,
Main Salon & Dining Salon,Miscellaneous Finish Joinerwork Casings / Trim etc,Window Box 3,,,,35,2,,
Main Salon & Dining Salon,Miscellaneous Finish Joinerwork Casings / Trim etc,Window Box 4,,,,35,2,,
Main Salon & Dining Salon,Miscellaneous Finish Joinerwork Casings / Trim etc,Miscellaneous Finish Joinery / Trim,,,,413,1,,
Main Salon & Dining Salon,Lighting,"3"" O.D. Downlight, LED, IP40, PHP",,,Guess,1.3,20,,"3"""
Main Salon & Dining Salon,Decorator Outfit Fixed,Dining Chair,,,Guess,30,10,,
Main Salon & Dining Salon,Decorator Outfit Fixed,Sofa,,,Guess,150,1,,
Main Salon & Dining Salon,Decorator Outfit Fixed,Coffee Table,,,Guess,40,1,,
Main Salon & Dining Salon,Decorator Outfit Fixed,Chair,,,Guess,75,1,,
Main Salon & Dining Salon,Decorator Outfit Fixed,Chair,,,Guess,75,1,,
Main Salon & Dining Salon,Decorator Outfit Fixed,Chair,,,Guess,75,1,,
Main Salon & Dining Salon,Decorator Outfit Fixed,Chair,,,Guess,75,1,,
Main Salon & Dining Salon,Decorator Outfit Fixed,End Table,,,Guess,50,1,,
Main Salon & Dining Salon,Decorator Outfit Fixed,End Table,,,Guess,50,1,,
Main Salon & Dining Salon,Decorator Outfit Fixed,Game Table,,,Guess,30,1,,
Main Salon & Dining Salon,Decorator Outfit Fixed,Game Chair,,,Guess,25,1,,
Main Salon & Dining Salon,Decorator Outfit Fixed,Game Chair,,,Guess,25,1,,
Interior Joiner Doors (Lower Deck Only),Decorator Outfit Fixed,"Door Assembly Right Hand, Privacy",,,Solidworks,34,1,,
Interior Joiner Doors (Lower Deck Only),Decorator Outfit Fixed,"Door Assembly Left Hand, Privacy",,,Solidworks,30,1,,
Interior Joiner Doors (Lower Deck Only),Decorator Outfit Fixed,"Door Assembly Left Hand, Privacy",,,Solidworks,34,1,,
Interior Joiner Doors (Lower Deck Only),Decorator Outfit Fixed,"Door Assembly Right Hand, Privacy",,,Solidworks,30,1,,
Interior Joiner Doors (Lower Deck Only),Decorator Outfit Fixed,"Door Assembly Left Hand, Privacy",,,Solidworks,34,1,,
Interior Joiner Doors (Lower Deck Only),Decorator Outfit Fixed,"Door Assembly Left Hand, Privacy",,,Solidworks,30,1,,
Interior Joiner Doors (Lower Deck Only),Decorator Outfit Fixed,"Door Assembly Right Hand, Privacy",,,Solidworks,34,1,,
Interior Joiner Doors (Lower Deck Only),Decorator Outfit Fixed,"Door Assembly Right Hand, Privacy",,,Solidworks,30,1,,
Interior Joiner Doors (Lower Deck Only),Decorator Outfit Fixed,"Door Assembly, Left Hand, Passage, with Hidden Hardware",,,Solidworks,34,1,,
Interior Joiner Doors (Lower Deck Only),Decorator Outfit Fixed,"Door Assembly, Left Hand, Passage, with Hidden Hardware",,,Solidworks,30,1,,
Interior Joiner Doors (Lower Deck Only),Decorator Outfit Fixed,"Door Assembly Right Hand, Privacy",,,Solidworks,40,1,,
Interior Joiner Doors (Lower Deck Only),Decorator Outfit Fixed,"Door Assembly Right Hand, Privacy",,,Solidworks,40,1,,
Interior Joiner Doors (Lower Deck Only),Decorator Outfit Fixed,"Door Assembly Left Hand, Privacy",,,Solidworks,40,1,,
Interior Joiner Doors (Lower Deck Only),Decorator Outfit Fixed,"Door Assembly Left Hand, Privacy",,,Solidworks,40,1,,
Interior Joiner Doors (Lower Deck Only),Decorator Outfit Fixed,"Door Assembly Right Hand, Privacy",,,Solidworks,40,1,,
Interior Joiner Doors (Lower Deck Only),Decorator Outfit Fixed,"Door Assembly Right Hand, Privacy",,,Solidworks,40,1,,
Interior Joiner Doors (Lower Deck Only),Decorator Outfit Fixed,"Door Assembly Left Hand, Privacy",,,Solidworks,40,1,,
Lower Deck Joinerwork Partitions,Decorator Outfit Fixed,"Joinery Partitions Assembly, Hull Deck",,,Estimate,3500,1,,
Crew Stateroom (Port Forward),Floor & Wall Coverings,Floor Covering,,,,2,16,,
Crew Stateroom (Port Forward),Floor & Wall Coverings,Outboard Majilite,,,,30,1,,
Crew Stateroom (Port Forward),Headliner System,Headliner Overhead Grid,,,,1,40,,
Crew Stateroom (Port Forward),Headliner System,Overhead Majilite,,,Guess,30,1,,
Crew Stateroom (Port Forward),Miscellaneous Electronics & Accessories,Miscellaneous Electronics & Accessories,,,Solidworks,50,1,,
Crew Stateroom (Port Forward),Miscellaneous Electronics & Accessories,"Television Wall Mount, 10""-29"", Black",TBD,,Guess,8,2,,
Crew Stateroom (Port Forward),Miscellaneous Electronics & Accessories,"IPAD MINI, 2 Retina, Gray WIFI",I-Pad Mini,,Guess,1.5,1,,
Crew Stateroom (Port Forward),Miscellaneous Electronics & Accessories,"IPAD MINI, 2 Retina, Gray WIFI",I-Pad Mini,,Guess,1.5,1,,
Crew Stateroom (Port Forward),Miscellaneous Electronics & Accessories,"22"" Television , LED",TBD,,Amazon,9.6,1,,
Crew Stateroom (Port Forward),Miscellaneous Electronics & Accessories,"22"" Television , LED",TBD,,Amazon,9.6,1,,
Crew Stateroom (Port Forward),Miscellaneous Electronics & Accessories,"Phone, 24 Button W/LCD Black",TBD,,Guess,4,1,,
Crew Stateroom (Port Forward),Furniture Assemblies,Wardrobe Assembly,,,Solidworks,445,1,,
Crew Stateroom (Port Forward),Furniture Assemblies,Upper Mattress,,,Solidworks,3,10.93,,
Crew Stateroom (Port Forward),Furniture Assemblies,Lower Mattress,,,Solidworks,3,8.514,,
Crew Stateroom (Port Forward),Furniture Assemblies,Dresser,,,Solidworks,65,1,,
Crew Stateroom (Port Forward),Furniture Assemblies,Locker,,,Solidworks,90,1,,
Crew Stateroom (Port Forward),Furniture Assemblies,Berth,,,Solidworks,320,1,,
Crew Stateroom (Port Forward),Miscellaneous Finish Joinerwork Casings / Trim etc,Miscellaneous Joinery / Trim,,,Guess,50,1,,
Crew Stateroom (Port Forward),Lighting,"3"" O.D. Downlight, LED, IP40, PHP",,,Guess,1.3,1,,"3"""
Crew Stateroom (Port Forward),Lighting,"3"" O.D. Downlight, LED, IP40, PHP",,,Guess,1.3,1,,"3"""
Crew Stateroom (Port Forward),Lighting,"3"" O.D. Downlight, LED, IP40, PHP",,,Guess,1.3,1,,"3"""
Crew Stateroom (Port Forward),Lighting,"Reading Light, LED",Joyce,,,3,1,Chrome,
Crew Stateroom (Port Forward),Lighting,"Reading Light, LED",Joyce,,,3,1,,
Crew Bathroom (Port Forward),"Shower Assembly, Crew Port Forward","Shower Lid, 45"" X 26.5"", Entry Right",,,Guess,10,1,,
Crew Bathroom (Port Forward),"Shower Assembly, Crew Port Forward","Shower, 45"" X 26.5"" X 79"", Entry Right with Seat",,,Guess,90,1,,
Crew Bathroom (Port Forward),Plumbing Fixtures,"Toilet, Round Bowl, Built in ADR Valve",,,Same as WP 3800,40,1,White / Chrome,
Crew Bathroom (Port Forward),Plumbing Fixtures,"Trim Only, Thermo Valve",TBD,,Same as WP 3800,5,1,Polished Chrome,
Crew Bathroom (Port Forward),Plumbing Fixtures,Faucet,32642.001,,Same as WP 3800,5.2,1,Chrome,
Crew Bathroom (Port Forward),Plumbing Fixtures,Sink,,,Same as WP 3800,20,1,"SS, Satin Finish",
Crew Bathroom (Port Forward),Furniture Assemblies,Medicine Cabinet,,,Same as WP 3800,60,1,,
Crew Bathroom (Port Forward),Furniture Assemblies,Vanity,,,Same as WP 3800,69,1,,
Crew Bathroom (Port Forward),Furniture Assemblies,Countertop,,,Same as WP 3800,42,1,,
Crew Bathroom (Port Forward),Furniture Assemblies,Mirror,,,Same as WP 3800,8,2,,
Crew Bathroom (Port Forward),Shower Finish Assembly,"Hand Shower on Adjustable Bar,",TBD,,Guess,10,1,Polished Chrome,
Crew Bathroom (Port Forward),Floor & Wall Coverings,"Whisper Wall, Perimeter",,,Guess,10,1,,
Crew Bathroom (Port Forward),Headliner System,Overhead Majilite,,,Guess,30,1,,
Crew Bathroom (Port Forward),Headliner System,"Hangers, Overhead",,,Solidworks,4.4,4,,
Crew Bathroom (Port Forward),Miscellaneous Finish Joinerwork Casings / Trim etc,Miscellaneous Finish Joinery / Trim,,,,25,1,,
Crew Bathroom (Port Forward),Lighting,"LIGHT, 2' MIRRORED SCONCE 120V",,,Guess,10,2,,
Crew Bathroom (Port Forward),Lighting,"3"" O.D. Downlight, LED, IP40, PHP",,,Guess,1.3,1,,"3"""
Crew Bathroom (Port Forward),Lighting,"3"" O.D. Downlight, LED, IP40, PHP",,,Guess,1.3,1,,"3"""
Crew Stateroom (Starboard Forward),Furniture Assemblies,Upper Mattress,,,Solidworks,3,10.93,,
Crew Stateroom (Starboard Forward),Furniture Assemblies,Lower Mattress,,,Solidworks,3,8.514,,
Crew Stateroom (Starboard Forward),Furniture Assemblies,Dresser,,,Solidworks,65,1,,
Crew Stateroom (Starboard Forward),Furniture Assemblies,Locker,,,Solidworks,90,1,,
Crew Stateroom (Starboard Forward),Furniture Assemblies,Berth,,,Solidworks,320,1,,
Crew Stateroom (Starboard Forward),Floor & Wall Coverings,Floor Covering,,,,2,16,,
Crew Stateroom (Starboard Forward),Floor & Wall Coverings,Outboard Majilite,,,,30,1,,
Crew Stateroom (Starboard Forward),Headliner System,Headliner Overhead Grid,,,,1,40,,
Crew Stateroom (Starboard Forward),Headliner System,Overhead Majilite,,,Guess,30,1,,
Crew Stateroom (Starboard Forward),Miscellaneous Electronics & Accessories,Miscellnaeous Electronics & Accessories,,,Solidworks,50,1,,
Crew Stateroom (Starboard Forward),Miscellaneous Electronics & Accessories,"WALL MOUNT, TV, 10""-29"", BLACK",TBD,,Guess,8,2,,
Crew Stateroom (Starboard Forward),Miscellaneous Electronics & Accessories,"IPAD MINI, 2 RETINA GRAY WIFI",I-Pad Mini,,Guess,1.5,1,,
Crew Stateroom (Starboard Forward),Miscellaneous Electronics & Accessories,"IPAD MINI, 2 RETINA GRAY WIFI",I-Pad Mini,,Guess,1.5,1,,
Crew Stateroom (Starboard Forward),Miscellaneous Electronics & Accessories,"22"" Television , LED",TBD,,Amazon,9.6,1,,
Crew Stateroom (Starboard Forward),Miscellaneous Electronics & Accessories,"22"" Television , LED",TBD,,Amazon,9.6,1,,
Crew Stateroom (Starboard Forward),Miscellaneous Electronics & Accessories,"PHONE, 24 BUTTON W/LCD BLACK",TBD,,Guess,4,1,,
Crew Stateroom (Starboard Forward),Miscellaneous Finish Joinerwork Casings / Trim etc,Miscellaneous Joinery / Trim,,,Guess,50,1,,
Crew Stateroom (Starboard Forward),Lighting,"3"" O.D. Downlight, LED, IP40, PHP",,,Guess,1.3,1,,"3"""
